"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
217136,Not Available,9,Not Available,9,66,9,Not Available,9,82,9,Not Available,9,67,9,Not Available,9,100,9,100,9,3,9,9,9,9
217137,3,,3,,86,,3,,84,,3,,77,,2,,78,,73,,71,,32,,
217138,4,,4,,93,,4,,89,,4,,87,,4,,91,,86,,320,,25,,
217139,4,,4,,91,,4,,90,,4,,85,,4,,90,,82,,207,,30,,
217142,4,,4,,92,,4,,90,,5,,89,,4,,90,,81,,160,,31,,
217149,2,,2,,84,,2,,82,,3,,80,,1,,77,,70,,304,,17,,
217150,3,,3,,88,,2,,81,,4,,81,,3,,86,,80,,450,,19,,
217151,4,,4,,92,,4,,91,,5,,89,,4,,92,,85,,341,,32,,
217152,2,,2,,83,,2,,79,,2,,72,,2,,76,,61,,202,,17,,
217153,4,,5,,95,,4,,89,,4,,83,,4,,91,,88,,126,,23,,
217154,1,11,1,11,72,11,1,11,68,11,1,11,62,11,1,11,65,11,55,11,60,11,16,11,11
217155,3,11,3,11,85,11,3,11,85,11,3,11,76,11,2,11,80,11,71,11,65,11,26,11,11
217156,2,,2,,80,,2,,77,,3,,77,,1,,74,,65,,82,,27,,
217157,4,,4,,92,,4,,90,,5,,89,,4,,90,,87,,226,,37,,
217158,3,,3,,87,,3,,86,,3,,76,,3,,84,,75,,329,,17,,
217159,2,11,3,11,86,11,3,11,81,11,1,11,59,11,2,11,69,11,63,11,58,11,26,11,11
217160,2,11,1,11,78,11,2,11,76,11,3,11,78,11,1,11,74,11,66,11,51,11,21,11,11
217161,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
217162,3,11,3,11,85,11,2,11,83,11,5,11,94,11,3,11,84,11,72,11,42,11,34,11,11
217163,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
217164,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
217165,2,,2,,84,,2,,82,,2,,70,,2,,81,,64,,172,,24,,
217166,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
217167,4,11,4,11,91,11,5,11,93,11,4,11,85,11,4,11,89,11,81,11,59,11,23,11,11
217809,4,,4,,91,,4,,88,,4,,85,,5,,92,,88,,201,,42,,
227001,4,,4,,90,,4,,90,,4,,85,,3,,83,,85,,197,,25,,
227003,4,,4,,89,,3,,87,,4,,84,,3,,84,,84,,350,,26,,
227006,4,,4,,90,,3,,86,,4,,84,,4,,88,,82,,303,,22,,
227009,4,,5,,93,,4,,91,,4,,83,,4,,91,,89,,141,,22,,
227011,4,,4,,90,,4,,88,,4,,81,,4,,89,,81,,953,,26,,
227015,4,,3,,87,,3,,88,,4,,82,,4,,84,,79,,105,,23,,
227021,4,,4,,90,,3,,87,,4,,83,,3,,86,,80,,227,,25,,
227023,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227027,5,,5,,93,,4,,91,,5,,88,,4,,90,,92,,307,,33,,
227050,3,,3,,84,,3,,85,,3,,79,,2,,77,,71,,192,,19,,
227053,4,,4,,90,,4,,90,,4,,86,,3,,80,,85,,122,,24,,
227057,5,11,5,11,100,11,5,11,96,11,5,11,96,11,5,11,100,11,100,11,41,11,54,11,11
227063,4,,4,,90,,3,,84,,4,,82,,3,,84,,82,,354,,22,,
227064,2,11,3,11,85,11,2,11,80,11,3,11,74,11,1,11,61,11,60,11,51,11,16,11,11
227067,4,,4,,88,,3,,85,,4,,81,,3,,85,,82,,870,,24,,
227068,3,,3,,85,,3,,83,,4,,83,,3,,81,,74,,304,,17,,
227072,4,,4,,90,,3,,88,,4,,86,,3,,84,,81,,326,,31,,
227079,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227082,4,,4,,92,,4,,89,,5,,88,,4,,89,,86,,1008,,27,,
227098,3,,3,,88,,3,,86,,3,,79,,3,,81,,79,,334,,24,,
227101,4,,4,,88,,3,,87,,4,,85,,4,,88,,83,,767,,27,,
227104,4,,4,,89,,4,,88,,4,,86,,3,,85,,83,,302,,21,,
227122,4,,4,,91,,4,,91,,5,,88,,4,,90,,88,,277,,28,,
227138,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227139,4,,4,,92,,4,,91,,4,,87,,4,,90,,92,,311,,32,,
227144,Not Available,11,Not Available,11,96,11,Not Available,11,97,11,Not Available,11,95,11,Not Available,11,97,11,98,11,34,11,33,11,11
227162,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227198,Not Available,11,Not Available,11,86,11,Not Available,11,77,11,Not Available,11,79,11,Not Available,11,78,11,79,11,35,11,20,11,11
227203,3,,3,,86,,3,,84,,4,,83,,3,,81,,76,,508,,24,,
227206,3,,3,,86,,2,,83,,4,,82,,3,,82,,82,,305,,19,,
227207,4,,4,,90,,4,,89,,4,,83,,4,,88,,81,,332,,21,,
227211,3,,3,,86,,2,,83,,3,,77,,2,,78,,69,,402,,25,,
227215,4,,4,,91,,4,,91,,4,,84,,4,,88,,89,,267,,25,,
227219,3,,3,,87,,3,,86,,4,,83,,3,,81,,78,,245,,26,,
227224,Not Available,11,Not Available,11,88,11,Not Available,11,89,11,Not Available,11,88,11,Not Available,11,88,11,74,11,32,11,12,11,11
227241,5,,5,,94,,5,,92,,5,,89,,5,,93,,91,,342,,29,,
227251,Not Available,11,Not Available,11,91,11,Not Available,11,86,11,Not Available,11,87,11,Not Available,11,87,11,63,11,33,11,12,11,11
227260,4,,4,,91,,4,,91,,5,,88,,4,,88,,87,,195,,31,,
227263,4,,4,,88,,3,,85,,4,,83,,3,,83,,79,,309,,22,,
227269,3,,3,,88,,3,,86,,4,,83,,3,,84,,79,,1472,,19,,
227281,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227283,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227288,3,,3,,88,,3,,87,,3,,80,,3,,81,,76,,306,,25,,
227290,5,,5,,94,,4,,91,,5,,92,,4,,88,,80,,525,,27,,
227403,4,11,3,11,87,11,4,11,88,11,3,11,80,11,4,11,90,11,87,11,50,11,30,11,11
227407,3,,3,,86,,2,,83,,4,,86,,2,,82,,72,,200,,12,,
227422,3,,3,,88,,2,,81,,3,,80,,4,,87,,81,,230,,33,,
227426,4,,4,,92,,4,,90,,4,,87,,4,,89,,81,,281,,30,,
227433,2,,2,,82,,1,,79,,4,,84,,2,,80,,74,,99,,25,,
227437,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227441,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227443,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227446,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227447,Not Available,9,Not Available,9,82,9,Not Available,9,60,9,Not Available,9,79,9,Not Available,9,80,9,41,9,10,9,10,9,9
227450,5,11,5,11,94,11,4,11,90,11,4,11,87,11,5,11,94,11,93,11,46,11,29,11,11
227456,Not Available,9,Not Available,9,91,9,Not Available,9,80,9,Not Available,9,86,9,Not Available,9,87,9,75,9,9,9,15,9,9
227462,4,11,4,11,90,11,4,11,90,11,4,11,85,11,4,11,87,11,82,11,52,11,44,11,11
227465,3,,3,,89,,3,,85,,3,,79,,4,,89,,85,,226,,34,,
227466,3,,3,,88,,3,,85,,4,,81,,3,,83,,78,,392,,34,,
227467,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227470,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227474,Not Available,11,Not Available,11,100,11,Not Available,11,94,11,Not Available,11,76,11,Not Available,11,96,11,90,11,18,11,16,11,11
227475,3,,3,,88,,3,,86,,4,,82,,3,,84,,79,,324,,20,,
227476,3,,3,,88,,2,,83,,3,,78,,3,,81,,76,,98,,14,,
227478,Not Available,9,Not Available,9,96,9,Not Available,9,100,9,Not Available,9,88,9,Not Available,9,87,9,87,9,10,9,15,9,9
227479,5,,4,,93,,5,,95,,4,,84,,5,,93,,94,,93,,27,,
227484,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227485,2,,1,,76,,1,,74,,3,,76,,1,,64,,64,,199,,10,,
227486,2,11,2,11,84,11,2,11,78,11,4,11,86,11,1,11,71,11,66,11,63,11,25,11,11
227489,4,11,5,11,95,11,2,11,82,11,5,11,88,11,5,11,91,11,83,11,65,11,26,11,11
227491,3,11,3,11,88,11,2,11,85,11,4,11,83,11,3,11,84,11,79,11,61,11,20,11,11
227494,Not Available,11,Not Available,11,83,11,Not Available,11,85,11,Not Available,11,79,11,Not Available,11,91,11,55,11,38,11,11,11,11
227495,4,,4,,90,,3,,86,,4,,81,,4,,88,,82,,294,,22,,
227496,3,,2,,83,,2,,82,,3,,80,,3,,83,,74,,85,,16,,
227498,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227499,1,"10,11",1,"10,11",77,"10,11",2,"10,11",77,"10,11",1,"10,11",62,"10,11",1,"10,11",73,"10,11",49,"10,11",42,"10,11",13,"10,11","10,11"
227500,3,,3,,88,,3,,86,,3,,78,,3,,88,,79,,213,,24,,
227501,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227503,4,,4,,90,,4,,88,,4,,86,,4,,88,,84,,343,,27,,
227504,Not Available,9,Not Available,9,99,9,Not Available,9,100,9,Not Available,9,99,9,Not Available,9,100,9,100,9,1,9,9,9,9
227505,3,,2,,84,,2,,82,,4,,84,,2,,79,,78,,202,,11,,
227507,2,,1,,79,,1,,71,,3,,78,,2,,74,,67,,75,,15,,
227509,Not Available,11,Not Available,11,92,11,Not Available,11,93,11,Not Available,11,90,11,Not Available,11,88,11,82,11,28,11,20,11,11
227510,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227512,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227513,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227514,Not Available,11,Not Available,11,87,11,Not Available,11,83,11,Not Available,11,88,11,Not Available,11,83,11,71,11,27,11,36,11,11
227516,3,11,3,11,86,11,2,11,77,11,3,11,79,11,4,11,85,11,78,11,63,11,9,11,11
227517,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,88,9,Not Available,9,2,9,3,9,1,9,3,9,9
227518,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227519,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227520,4,,4,,90,,3,,82,,4,,85,,4,,85,,82,,200,,18,,
227521,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227522,Not Available,9,Not Available,9,70,9,Not Available,9,64,9,Not Available,9,68,9,Not Available,9,61,9,33,9,7,9,6,9,9
227523,4,,4,,88,,3,,84,,4,,84,,3,,85,,84,,91,,13,,
227524,2,11,1,11,81,11,2,11,82,11,4,11,82,11,1,11,77,11,72,11,69,11,12,11,11
227525,Not Available,"10,11",Not Available,"10,11",88,"10,11",Not Available,"10,11",79,"10,11",Not Available,"10,11",85,"10,11",Not Available,"10,11",66,"10,11",76,"10,11",29,"10,11",15,"10,11","10,11"
227530,Not Available,11,Not Available,11,85,11,Not Available,11,90,11,Not Available,11,83,11,Not Available,11,96,11,80,11,30,11,16,11,11
227532,4,,5,,95,,3,,89,,5,,92,,3,,85,,77,,161,,26,,
227533,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227534,Not Available,11,Not Available,11,95,11,Not Available,11,89,11,Not Available,11,73,11,Not Available,11,84,11,79,11,24,11,9,11,11
227535,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227536,5,,4,,91,,5,,92,,5,,92,,4,,88,,78,,84,,30,,
227537,4,,4,,90,,3,,87,,4,,83,,4,,87,,83,,341,,26,,
227538,2,,1,,80,,2,,79,,3,,74,,1,,73,,69,,184,,9,,
227539,4,,4,,90,,4,,87,,4,,81,,4,,88,,80,,302,,30,,
227541,Not Available,11,Not Available,11,88,11,Not Available,11,85,11,Not Available,11,79,11,Not Available,11,85,11,69,11,37,11,24,11,11
227542,Not Available,9,Not Available,9,87,9,Not Available,9,78,9,Not Available,9,71,9,Not Available,9,81,9,98,9,6,9,4,9,9
227543,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227544,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227545,Not Available,9,Not Available,9,97,9,Not Available,9,87,9,Not Available,9,76,9,Not Available,9,77,9,86,9,10,9,7,9,9
227546,Not Available,9,Not Available,9,100,9,Not Available,9,94,9,Not Available,9,77,9,Not Available,9,74,9,29,9,7,9,11,9,9
227547,Not Available,11,Not Available,11,80,11,Not Available,11,85,11,Not Available,11,61,11,Not Available,11,75,11,68,11,30,11,13,11,11
227548,Not Available,11,Not Available,11,92,11,Not Available,11,91,11,Not Available,11,90,11,Not Available,11,100,11,59,11,12,11,13,11,11
227550,Not Available,11,Not Available,11,89,11,Not Available,11,86,11,Not Available,11,94,11,Not Available,11,94,11,90,11,37,11,27,11,11
227551,4,,4,,90,,3,,86,,4,,83,,3,,86,,79,,384,,23,,
227552,4,,4,,91,,4,,89,,3,,79,,4,,86,,82,,331,,29,,
227554,Not Available,11,Not Available,11,82,11,Not Available,11,75,11,Not Available,11,71,11,Not Available,11,77,11,71,11,39,11,10,11,11
227555,Not Available,11,Not Available,11,88,11,Not Available,11,89,11,Not Available,11,83,11,Not Available,11,87,11,72,11,33,11,9,11,11
227556,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227557,Not Available,11,Not Available,11,90,11,Not Available,11,89,11,Not Available,11,87,11,Not Available,11,84,11,79,11,21,11,15,11,11
227559,Not Available,11,Not Available,11,93,11,Not Available,11,88,11,Not Available,11,92,11,Not Available,11,86,11,86,11,27,11,10,11,11
227561,Not Available,11,Not Available,11,83,11,Not Available,11,79,11,Not Available,11,72,11,Not Available,11,88,11,66,11,17,11,13,11,11
227562,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227563,2,,1,,83,,1,,78,,3,,76,,1,,71,,71,,154,,26,,
227564,Not Available,11,Not Available,11,82,11,Not Available,11,74,11,Not Available,11,79,11,Not Available,11,86,11,70,11,12,11,9,11,11
227567,4,11,4,11,91,11,4,11,91,11,3,11,79,11,5,11,92,11,97,11,51,11,34,11,11
227568,Not Available,11,Not Available,11,95,11,Not Available,11,89,11,Not Available,11,92,11,Not Available,11,91,11,81,11,21,11,9,11,11
227569,2,,2,,83,,2,,79,,2,,69,,1,,74,,65,,329,,16,,
227570,4,,4,,88,,3,,84,,4,,85,,3,,83,,79,,208,,35,,
227571,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227572,Not Available,11,Not Available,11,80,11,Not Available,11,69,11,Not Available,11,88,11,Not Available,11,90,11,63,11,36,11,23,11,11
227573,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227574,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227576,3,,3,,88,,2,,81,,3,,80,,3,,81,,75,,194,,18,,
227577,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227578,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227579,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227580,Not Available,9,Not Available,9,94,9,Not Available,9,70,9,Not Available,9,66,9,Not Available,9,42,9,48,9,8,9,7,9,9
227581,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227582,Not Available,11,Not Available,11,71,11,Not Available,11,70,11,Not Available,11,61,11,Not Available,11,73,11,67,11,26,11,5,11,11
227583,Not Available,9,Not Available,9,100,9,Not Available,9,92,9,Not Available,9,86,9,Not Available,9,90,9,82,9,6,9,11,9,9
227584,3,,3,,88,,3,,86,,3,,80,,3,,83,,79,,520,,28,,
227586,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227588,Not Available,11,Not Available,11,80,11,Not Available,11,70,11,Not Available,11,53,11,Not Available,11,65,11,69,11,13,11,16,11,11
227589,Not Available,11,Not Available,11,87,11,Not Available,11,82,11,Not Available,11,88,11,Not Available,11,98,11,80,11,14,11,13,11,11
227590,Not Available,11,Not Available,11,100,11,Not Available,11,99,11,Not Available,11,96,11,Not Available,11,99,11,97,11,12,11,8,11,11
227591,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227592,2,11,1,11,77,11,1,11,72,11,3,11,76,11,1,11,67,11,59,11,62,11,17,11,11
227593,2,,1,,80,,1,,75,,3,,80,,1,,72,,69,,101,,16,,
227594,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227595,2,,1,,81,,2,,80,,2,,66,,1,,74,,70,,83,,21,,
227596,Not Available,11,Not Available,11,76,11,Not Available,11,79,11,Not Available,11,70,11,Not Available,11,50,11,59,11,12,11,20,11,11
227597,Not Available,9,Not Available,9,92,9,Not Available,9,90,9,Not Available,9,93,9,Not Available,9,74,9,79,9,9,9,14,9,9
227598,Not Available,11,Not Available,11,88,11,Not Available,11,85,11,Not Available,11,74,11,Not Available,11,70,11,84,11,15,11,13,11,11
227599,Not Available,11,Not Available,11,77,11,Not Available,11,82,11,Not Available,11,91,11,Not Available,11,78,11,72,11,13,11,7,11,11
227600,3,11,4,11,87,11,2,11,78,11,5,11,89,11,1,11,71,11,59,11,42,11,29,11,11
227602,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227603,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227604,Not Available,11,Not Available,11,82,11,Not Available,11,70,11,Not Available,11,82,11,Not Available,11,72,11,61,11,31,11,20,11,11
227605,Not Available,11,Not Available,11,88,11,Not Available,11,77,11,Not Available,11,69,11,Not Available,11,78,11,84,11,39,11,14,11,11
227608,Not Available,11,Not Available,11,88,11,Not Available,11,82,11,Not Available,11,92,11,Not Available,11,74,11,73,11,19,11,8,11,11
227609,Not Available,11,Not Available,11,81,11,Not Available,11,75,11,Not Available,11,55,11,Not Available,11,65,11,76,11,11,11,15,11,11
227610,Not Available,9,Not Available,9,100,9,Not Available,9,93,9,Not Available,9,68,9,Not Available,9,69,9,93,9,5,9,9,9,9
227611,4,,4,,90,,4,,87,,4,,83,,4,,89,,83,,276,,29,,
227612,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227613,Not Available,11,Not Available,11,92,11,Not Available,11,84,11,Not Available,11,82,11,Not Available,11,90,11,71,11,21,11,12,11,11
227614,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227615,Not Available,9,Not Available,9,74,9,Not Available,9,64,9,Not Available,9,75,9,Not Available,9,89,9,39,9,6,9,4,9,9
227616,Not Available,11,Not Available,11,88,11,Not Available,11,86,11,Not Available,11,88,11,Not Available,11,82,11,81,11,14,11,14,11,11
227617,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227618,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227620,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227623,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227625,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227626,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227631,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227632,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227633,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227635,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227639,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227644,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
227647,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
